Startup,Industry,SubVertical,City,Investors,InvestmentType,Date,InvestmentAmount
EduMart,Consumer Electronics,Smart Home,Noida,Ventures India,Seed,2021-03-09,0.61312
Unacademy,E-commerce,Fashion,Bengaluru,LCatterton,Seed,2025-03-17,1.5328
QuantumSolutions,Logistics,Fleet Management,Kolkata,Prosus Ventures,Bridge,2023-10-05,3.50628
NeoLabs,Media,Content,Gurugram,"SoftBank Vision Fund, Tiger Global",Angel,2024-04-18,0.50774
QuantumAnalytics,Retail,Fashion,Chennai,Nexus Venture Partners,Series C,2021-04-02,454.2357
Unacademy,E-commerce,Quick Commerce,Pune,Ventures India,Series B,2025-04-03,271.63132
Porter,AgriTech,Smart Farming,Delhi,"A91 Partners, Sequoia Capital India",Series D,2025-05-07,3683.95068
HealthWorks,EdTech,Coding Bootcamp,Chennai,"Nexus Venture Partners, Peak XV, Prosus Ventures",Seed,2022-01-17,4.6463
HomeAnalytics,FinTech,NeoBank,Kolkata,Zodius Capital,Seed,2024-07-29,1.13044
Chargebee,RealEstate,Home Services,Delhi,"Bessemer Venture Partners, Kedaara Capital, Prosus Ventures",Series A,2020-10-25,10.23144
FoodLoop,Media,Social,Hyderabad,"Mirae Asset, Zodius Capital",Debt,2023-12-17,213.66274
NimbusLabs,FoodTech,Cloud Kitchen,Pune,IFC,Seed,2024-01-07,0.51732
Zepto,Media,Streaming,Bengaluru,IFC,Angel,2024-05-08,0.66102
DriveFit,Enterprise,Automation,Delhi,"Prosus Ventures, SoftBank Vision Fund",Debt,2023-01-27,25.64566
NextFlow,FoodTech,Cloud Kitchen,Noida,"A91 Partners, Kedaara Capital, LCatterton",Series B,2021-08-01,647.2727
Wakefit,HealthTech,Pharmacy,Ahmedabad,"Elevation Capital, Omidyar Network, Prosus Ventures",Growth,2020-04-20,3943.14716
Ola,Media,Content,Hyderabad,Bessemer Venture Partners,Angel,2021-03-05,0.94842
BlueRise,FinTech,WealthTech,Ahmedabad,Y Combinator,Seed,2024-05-27,1.74356
DriveLoop,HealthTech,Telemedicine,Mumbai,Peak XV,Pre-Series A,2022-08-28,5.6043
Housejoy,Mobility,Micro Mobility,Pune,Ribbit Capital,Series A,2025-06-09,28.4526
CoreConnect,E-commerce,Marketplace,Chennai,"Peak XV, Ribbit Capital",Series A,2023-11-09,35.13944
UrbanSolutions,Retail,Fashion,Mumbai,"Info Edge, Ribbit Capital, Y Combinator",Series C,2024-11-06,1048.09032
MediSpace,E-commerce,Quick Commerce,Kolkata,"Lightspeed India, Omidyar Network",Series B,2025-02-03,539.93838
GrowthCare,Media,Social,Ahmedabad,"Elevation Capital, Kedaara Capital, Nexus Venture Partners",Seed,2022-09-18,18.06788
NeoSense,Enterprise,Automation,Delhi,Kalaari Capital,Pre-Series A,2023-12-06,5.62346
NeoLabs,Enterprise,Automation,Noida,"Nexus Venture Partners, Tiger Global Management, Ventures India",Series B,2024-06-06,152.54234
Housejoy,HealthTech,Diagnostics,Bengaluru,Nexus Venture Partners,Series A,2024-06-27,29.9854
FreshSolutions,RealEstate,PropTech,Mumbai,Accel,Series A,2024-10-09,70.6046
NeoTech,SaaS,DevTools,Chennai,Matrix Partners India,Bridge,2023-09-09,1.15918
FarmFit,Mobility,EV,Noida,"Falcon Edge, Kedaara Capital",Series A,2023-03-27,12.92342
AgriFit,Mobility,Ride Sharing,Mumbai,Sequoia Capital India,Series B,2020-04-01,128.0367
SmartCare,Enterprise,Analytics,Delhi,"Nexus Venture Partners, Y Combinator",Series A,2021-03-18,20.85566
Innovaccer,E-commerce,Grocery,Hyderabad,Kalaari Capital,Seed,2023-08-23,1.42742
WorkFit,RealEstate,Home Services,Delhi,"Kedaara Capital, Tiger Global Management, Ventures India",Series A,2020-05-24,18.03914
CloudLabs,AgriTech,Marketplace,Noida,SoftBank Vision Fund,Series A,2022-05-09,10.73918
DriveEdge,AgriTech,Supply Chain,Mumbai,Prosus Ventures,Seed,2022-12-24,0.50774
Freshworks,E-commerce,D2C,Mumbai,Nexus Venture Partners,Pre-Series A,2021-11-14,9.31176
Zepto,Logistics,Last Mile,Mumbai,Y Combinator,Pre-Series A,2025-06-07,2.56744
Zomato,Retail,E-Retail,Delhi,Omidyar Network,Series A,2024-11-28,27.12098
NeoLabs,SaaS,HRTech,Noida,Blume Ventures,Seed,2020-07-21,5.87254
UrbanDrive,Retail,Fashion,Noida,"Mirae Asset, Nexus Venture Partners",Series A,2024-12-11,17.30148
MediSpace,Media,Social,Delhi,"LCatterton, Matrix Partners India, Ribbit Capital",Seed,2023-03-08,15.93154
Nykaa,Media,Social,Ahmedabad,Info Edge,Pre-Series A,2022-07-26,5.85338
AgriFit,Mobility,EV,Hyderabad,"Elevation Capital, IFC, Zodius Capital",Bridge,2022-12-02,0.6706
Unacademy,Logistics,Supply Chain,Pune,Tiger Global,Series D,2023-07-23,1252.90114
MediWorks,HealthTech,Telemedicine,Mumbai,"Sequoia Capital India, Zodius Capital",Series B,2023-02-08,548.14844
Innovaccer,RealEstate,Rental Tech,Delhi,"Kedaara Capital, LCatterton, Tiger Global Management",Series A,2022-11-20,123.7257
CoreConnect,EdTech,Test Prep,Chennai,Matrix Partners India,Series B,2024-03-15,175.04576
Razorpay,AgriTech,Smart Farming,Delhi,"Blume Ventures, LCatterton",Series B,2024-12-11,262.3962
Mobikwik,Enterprise,Analytics,Noida,"Blume Ventures, Mirae Asset",Pre-Series A,2020-04-14,1.40826
FreshToHome,SaaS,DevTools,Noida,Elevation Capital,Series D,2024-10-22,4693.5773
AgriHive,EdTech,Test Prep,Ahmedabad,Peak XV,Pre-Series A,2025-03-05,1.6286
GrowthConnect,AgriTech,Smart Farming,Bengaluru,"SoftBank Vision Fund, Y Combinator",Pre-Series A,2023-06-14,8.39208
MediHive,Media,Social,Chennai,"Accel, Mirae Asset",Pre-Series A,2020-07-26,4.27268
HyperLoop,Consumer Electronics,Audio,Delhi,Mirae Asset,Series C,2021-05-27,993.45558
NimbusWorks,FoodTech,Cloud Kitchen,Noida,"Info Edge, Prosus Ventures",Series C,2020-08-10,768.00944
FinSense,FoodTech,Cloud Kitchen,Pune,Accel,Private Equity,2023-12-23,1629.42388
HealthAnalytics,FoodTech,Food Delivery,Pune,"Lightspeed India, Mirae Asset, Prosus Ventures",Angel,2020-11-24,0.07664
NextStack,Consumer Electronics,Smart Home,Kolkata,SoftBank Vision Fund,Series C,2024-01-02,348.09888
FoodFit,Media,Content,Delhi,Nexus Venture Partners,Seed,2020-08-08,0.94842
FoodSolutions,Retail,Fashion,Gurugram,Info Edge,Seed,2024-08-26,8.49746
MediSpace,Logistics,Supply Chain,Kolkata,Ribbit Capital,Seed,2022-05-28,1.74356
